cgpa,backlogs,certifications,projects,dsa_problems,internship,communication_score,mock_interview_score,branch_AI&DS,branch_Civil,branch_Computer,branch_ENTC,branch_IT,branch_Mechanical
6.69,1,2,5,69,1,56.1,66.5,1,0,0,0,0,0
8.16,2,6,3,67,0,60.2,88.3,1,0,0,0,0,0
9.45,0,1,1,70,0,87.0,69.0,0,0,0,0,1,0
7.62,0,4,4,81,1,69.4,67.5,0,0,1,0,0,0
6.94,0,4,4,59,1,48.9,68.4,0,0,0,0,1,0
7.44,1,2,2,65,1,70.8,71.2,0,0,0,0,0,1
8.84,0,3,3,82,0,76.5,46.0,0,0,1,0,0,0
7.02,0,0,5,85,0,74.8,61.5,0,0,0,0,1,0
6.88,0,3,3,77,0,55.8,62.3,0,0,0,0,1,0
7.17,0,4,4,63,0,92.5,57.7,1,0,0,0,0,0
6.74,0,2,1,61,0,48.5,75.3,0,1,0,0,0,0
7.71,1,4,1,65,1,69.4,55.5,0,0,0,0,1,0
9.06,0,0,2,62,1,90.6,59.6,0,0,0,0,1,0
7.89,0,2,3,61,0,75.7,46.1,0,0,0,1,0,0
7.37,2,4,4,66,0,78.9,70.7,0,0,0,0,1,0
7.34,1,4,5,72,1,54.3,79.1,0,0,1,0,0,0
6.19,0,2,2,77,0,72.5,59.6,0,0,0,0,1,0
8.39,0,3,0,65,1,67.5,77.1,0,0,1,0,0,0
7.53,0,4,4,57,0,53.3,62.8,0,0,1,0,0,0
7.44,0,4,3,64,0,79.2,27.1,0,0,0,0,1,0
10.0,0,3,1,71,1,57.3,64.2,0,0,0,0,1,0
7.87,0,3,3,78,0,58.9,62.4,0,1,0,0,0,0
6.92,0,3,3,64,0,73.6,66.5,0,0,0,0,1,0
7.22,1,2,4,66,0,66.1,68.8,1,0,0,0,0,0
8.63,0,3,3,69,1,70.2,54.7,1,0,0,0,0,0
7.7,0,4,2,72,1,65.3,87.1,0,0,1,0,0,0
6.31,0,5,5,66,0,86.4,64.0,0,0,0,1,0,0
8.43,3,5,3,64,0,56.0,62.0,0,0,1,0,0,0
7.0,1,1,2,62,1,62.0,76.2,0,1,0,0,0,0
9.29,1,5,2,65,0,74.3,65.3,0,0,1,0,0,0
8.57,1,4,3,94,1,55.2,100.0,0,0,0,0,1,0
7.2,3,2,2,64,0,54.6,61.9,0,0,1,0,0,0
8.75,0,2,1,68,0,69.8,70.3,0,1,0,0,0,0
7.66,0,1,3,70,1,79.3,53.8,1,0,0,0,0,0
8.37,0,3,2,56,0,81.0,78.1,1,0,0,0,0,0
8.04,1,5,3,74,1,69.2,69.6,0,0,1,0,0,0
6.84,1,1,1,87,0,59.3,59.9,0,0,0,1,0,0
7.02,0,2,3,67,0,71.6,51.9,0,0,1,0,0,0
8.53,0,3,2,69,1,75.4,45.4,0,0,0,0,0,1
7.3,0,3,0,68,0,71.4,71.3,0,0,1,0,0,0
7.24,2,3,1,69,1,84.0,44.2,0,0,1,0,0,0
6.74,0,3,5,79,0,54.8,84.6,0,0,1,0,0,0
7.98,0,5,4,68,1,58.9,46.1,0,0,0,0,1,0
9.46,0,4,2,67,1,82.2,62.3,1,0,0,0,0,0
6.64,0,3,4,79,0,48.9,51.8,0,0,1,0,0,0
7.62,2,5,3,58,1,61.0,65.5,0,0,0,1,0,0
8.87,0,4,5,57,1,58.5,65.4,0,0,0,0,1,0
7.53,1,1,2,60,0,47.7,71.7,1,0,0,0,0,0
8.01,0,3,3,74,1,65.6,42.1,0,0,0,0,1,0
6.64,0,3,1,66,1,77.7,53.5,0,0,0,0,1,0
7.99,0,1,2,79,0,70.0,79.6,1,0,0,0,0,0
7.43,1,5,5,63,0,78.4,74.9,0,0,1,0,0,0
8.49,0,3,3,71,0,83.5,27.5,0,0,1,0,0,0
8.67,0,2,2,63,0,63.0,70.7,0,0,0,0,0,1
9.93,0,3,1,62,1,100.0,49.5,0,1,0,0,0,0
8.12,3,3,3,64,0,63.5,56.1,0,0,0,0,1,0
7.89,0,3,3,63,1,65.2,61.6,0,0,1,0,0,0
7.77,1,1,2,63,0,58.8,88.4,1,0,0,0,0,0
7.28,0,5,5,81,0,75.1,49.4,0,0,0,0,1,0
7.9,0,1,0,72,1,64.2,43.9,0,0,1,0,0,0
7.33,0,4,2,75,0,67.0,71.8,0,0,1,0,0,0
7.75,0,2,4,78,0,65.3,64.6,0,0,0,1,0,0
8.79,0,3,2,68,0,65.0,83.1,0,0,0,1,0,0
6.69,0,4,2,80,0,70.1,59.7,0,0,1,0,0,0
8.63,0,3,3,72,0,62.1,83.2,0,0,1,0,0,0
8.79,2,8,4,68,1,62.8,65.2,0,0,1,0,0,0
7.49,0,2,1,85,0,81.9,72.9,0,0,0,1,0,0
5.69,1,2,5,70,1,64.2,89.4,0,0,1,0,0,0
7.05,0,1,4,75,1,73.0,62.5,0,0,1,0,0,0
8.77,0,1,1,79,0,56.4,80.7,0,0,0,1,0,0
7.58,0,5,3,55,0,62.2,55.8,0,0,1,0,0,0
6.7,0,2,2,67,1,52.0,68.4,0,0,0,1,0,0
7.15,0,0,2,73,1,92.1,43.3,0,0,1,0,0,0
8.36,0,2,4,81,0,85.9,57.4,0,0,1,0,0,0
8.09,0,5,5,67,0,75.7,49.1,0,0,1,0,0,0
7.38,0,4,1,67,0,96.0,83.3,0,0,0,1,0,0
7.27,2,4,2,73,0,78.0,91.1,0,0,0,0,0,1
7.25,1,4,3,83,1,65.8,59.7,0,0,0,0,0,1
6.77,0,4,2,70,1,72.8,53.4,0,0,0,0,1,0
9.05,0,1,2,70,0,85.7,45.3,0,0,0,1,0,0
7.31,0,3,1,77,1,56.6,69.0,0,0,1,0,0,0
8.7,0,1,3,75,1,52.8,56.0,0,0,1,0,0,0
8.97,0,4,2,62,0,73.3,56.8,0,0,0,0,0,1
8.5,0,4,1,82,0,60.4,89.4,0,0,1,0,0,0
7.21,0,3,4,71,1,38.6,60.6,0,0,1,0,0,0
7.96,0,3,4,71,1,51.8,73.8,0,0,1,0,0,0
7.58,0,3,3,76,1,64.0,65.8,0,0,1,0,0,0
6.79,1,4,2,74,0,68.6,44.7,0,0,1,0,0,0
7.89,1,2,3,70,0,69.0,37.3,1,0,0,0,0,0
6.54,0,3,2,64,0,94.1,72.3,0,0,0,0,1,0
8.67,2,4,2,60,1,65.3,90.6,0,0,0,0,0,1
7.18,3,5,3,72,1,71.6,69.7,0,0,0,0,0,1
7.78,0,2,0,60,0,46.9,74.4,0,0,0,0,1,0
7.85,0,2,1,78,1,67.6,51.4,0,0,1,0,0,0
7.37,0,1,0,65,1,72.3,80.2,0,0,0,0,1,0
8.13,3,2,1,79,1,50.1,80.0,1,0,0,0,0,0
7.17,2,4,1,56,1,55.9,54.6,0,0,1,0,0,0
8.38,0,2,5,71,0,74.4,73.2,1,0,0,0,0,0
6.39,0,2,2,69,1,60.9,38.5,0,0,0,0,1,0
7.71,0,4,1,66,0,66.7,75.9,1,0,0,0,0,0
9.35,0,3,2,80,0,75.0,56.4,0,0,0,0,1,0
6.7,0,4,5,79,1,94.5,46.6,0,0,1,0,0,0
6.99,2,1,3,79,1,65.1,71.0,0,1,0,0,0,0
8.06,0,3,2,56,0,91.0,38.4,0,0,0,1,0,0
7.76,1,6,4,69,1,42.5,70.1,0,0,1,0,0,0
7.92,2,3,2,67,1,69.9,48.0,0,0,0,0,0,1
8.04,1,1,2,70,1,63.7,44.8,0,0,0,0,1,0
8.17,0,3,2,66,0,61.1,65.9,0,0,0,0,0,1
8.6,0,6,2,75,1,76.6,62.4,0,0,0,1,0,0
7.97,0,4,2,74,0,65.2,86.9,0,0,0,0,1,0
7.38,0,4,3,83,0,41.7,45.7,0,0,1,0,0,0
8.21,0,1,2,69,0,47.4,85.6,0,0,1,0,0,0
9.31,0,5,3,67,0,77.4,47.9,1,0,0,0,0,0
7.48,0,0,1,71,1,46.7,78.8,1,0,0,0,0,0
6.72,0,5,1,84,0,77.7,81.6,0,0,1,0,0,0
8.6,0,2,2,67,1,69.6,69.8,0,0,1,0,0,0
7.49,0,0,5,66,0,65.8,53.1,0,0,0,0,0,1
5.64,1,3,2,71,1,66.9,42.2,0,1,0,0,0,0
8.36,1,6,3,80,1,74.7,35.7,1,0,0,0,0,0
7.12,0,3,2,59,1,52.7,92.8,0,0,1,0,0,0
7.52,0,2,1,68,1,68.5,60.5,0,0,1,0,0,0
7.9,0,2,1,51,1,53.2,48.4,0,0,1,0,0,0
7.77,0,2,2,66,1,70.1,47.9,0,1,0,0,0,0
8.24,0,3,1,75,1,76.4,67.5,0,0,1,0,0,0
7.21,2,7,1,63,0,70.2,59.1,1,0,0,0,0,0
8.06,0,0,4,80,1,75.9,36.2,0,0,1,0,0,0
7.37,0,3,0,86,0,58.9,78.0,1,0,0,0,0,0
8.26,0,3,3,65,0,67.2,70.0,0,0,0,1,0,0
8.15,0,4,2,59,1,64.9,92.6,0,0,0,0,0,1
6.76,0,3,3,61,0,64.1,82.1,0,0,1,0,0,0
8.58,0,3,3,72,1,57.6,20.0,0,0,1,0,0,0
7.12,0,3,2,47,0,62.4,86.3,0,0,1,0,0,0
8.33,0,3,2,65,0,53.5,83.1,0,1,0,0,0,0
7.93,0,7,3,68,0,46.0,54.0,0,0,0,0,0,1
9.25,0,2,4,70,0,58.9,58.5,1,0,0,0,0,0
7.4,0,2,1,64,1,76.1,71.2,1,0,0,0,0,0
7.29,3,3,1,71,0,71.0,49.8,0,0,0,1,0,0
7.58,0,3,4,69,0,51.7,61.4,0,0,1,0,0,0
7.33,0,4,2,70,0,62.7,80.0,0,1,0,0,0,0
8.32,0,2,3,71,0,77.0,72.8,0,0,0,0,1,0
6.15,0,3,2,75,1,62.2,55.0,0,0,0,0,1,0
6.65,0,3,1,74,0,49.6,80.3,1,0,0,0,0,0
6.64,0,3,3,68,1,97.3,69.5,0,0,1,0,0,0
8.46,1,2,3,77,1,65.8,69.0,0,0,1,0,0,0
9.14,0,3,2,55,1,52.9,57.3,0,0,0,1,0,0
7.51,0,1,3,52,1,70.2,64.9,0,0,1,0,0,0
7.45,0,5,4,68,0,66.9,53.4,1,0,0,0,0,0
7.66,2,4,3,56,0,48.0,35.9,0,0,1,0,0,0
8.65,0,3,1,69,1,69.2,60.8,0,0,0,0,1,0
6.77,0,4,3,73,1,80.8,63.2,0,0,1,0,0,0
7.81,0,3,3,68,1,65.0,67.1,0,0,0,0,1,0
8.48,0,3,4,81,1,41.2,83.2,0,0,0,1,0,0
8.05,0,4,3,60,0,72.4,55.2,0,0,1,0,0,0
7.77,0,3,1,68,0,75.8,59.5,1,0,0,0,0,0
8.5,0,4,3,72,1,60.4,76.5,0,0,0,0,1,0
5.17,0,2,3,70,1,60.5,53.7,0,0,0,1,0,0
8.21,0,5,0,80,0,97.4,67.3,0,1,0,0,0,0
7.01,0,4,2,96,1,59.4,58.9,0,0,0,1,0,0
5.95,2,2,2,91,0,53.4,61.3,0,0,1,0,0,0
8.06,0,3,3,63,0,68.3,76.4,0,0,1,0,0,0
8.84,0,4,2,75,1,75.5,59.4,0,0,1,0,0,0
7.48,0,4,3,68,1,74.9,76.9,1,0,0,0,0,0
8.46,0,4,4,72,0,35.9,35.7,0,0,1,0,0,0
9.05,1,5,4,80,0,59.4,43.6,0,0,0,0,1,0
8.78,0,2,4,66,0,83.0,30.2,1,0,0,0,0,0
9.08,0,3,5,83,1,72.2,47.5,0,0,0,0,1,0
8.27,0,3,0,79,0,51.9,92.9,0,0,0,1,0,0
7.67,0,3,3,71,1,84.2,64.7,0,0,1,0,0,0
6.16,0,2,2,65,1,80.5,54.2,0,0,1,0,0,0
7.38,0,3,4,82,1,64.1,76.7,0,0,0,1,0,0
6.84,0,2,2,59,0,79.4,78.9,0,0,0,0,1,0
9.55,1,6,5,73,1,94.0,46.7,0,0,0,1,0,0
7.44,0,4,3,64,0,54.3,100.0,0,0,0,0,1,0
7.71,1,2,4,75,0,75.2,69.1,0,0,1,0,0,0
8.1,1,1,1,73,0,93.8,71.0,0,0,0,0,0,1
7.64,1,4,1,69,0,76.5,72.5,0,0,0,1,0,0
9.13,0,4,4,62,1,58.2,72.4,0,0,0,1,0,0
7.04,0,2,0,84,0,71.1,55.7,0,0,1,0,0,0
7.78,1,6,4,62,0,85.8,96.7,1,0,0,0,0,0
6.93,0,3,0,81,1,54.8,60.7,0,0,0,0,1,0
6.41,0,0,3,81,0,67.6,79.4,0,0,1,0,0,0
7.05,2,3,2,76,1,64.8,57.9,0,1,0,0,0,0
7.57,2,1,3,66,0,59.8,55.2,0,0,1,0,0,0
7.21,0,2,3,70,0,71.1,93.5,0,1,0,0,0,0
6.98,0,3,2,81,1,66.7,63.4,0,0,0,0,1,0
