student_id,branch,cgpa,backlogs,certifications,projects,dsa_problems,internship,communication_score,mock_interview_score,placed
STU0831,Computer,7.34,1,4,5,72,1,54.3,79.1,0
STU0832,IT,6.19,0,2,2,77,0,72.5,59.6,0
STU0833,Computer,8.39,0,3,0,65,1,67.5,77.1,1
STU0834,Computer,7.53,0,4,4,57,0,53.3,62.8,0
STU0835,IT,7.44,0,4,3,64,0,79.2,27.1,0
STU0836,IT,10.0,0,3,1,71,1,57.3,64.2,1
STU0837,Civil,7.87,0,3,3,78,0,58.9,62.4,0
STU0838,IT,6.92,0,3,3,64,0,73.6,66.5,0
STU0839,AI&DS,7.22,1,2,4,66,0,66.1,68.8,1
STU0840,AI&DS,8.63,0,3,3,69,1,70.2,54.7,1
STU0841,Computer,7.7,0,4,2,72,1,65.3,87.1,1
STU0842,ENTC,6.31,0,5,5,66,0,86.4,64.0,1
STU0843,Computer,8.43,3,5,3,64,0,56.0,62.0,0
STU0844,Civil,7.0,1,1,2,62,1,62.0,76.2,0
STU0845,Computer,9.29,1,5,2,65,0,74.3,65.3,1
STU0846,IT,8.57,1,4,3,94,1,55.2,100.0,1
STU0847,Computer,7.2,3,2,2,64,0,54.6,61.9,0
STU0848,Civil,8.75,0,2,1,68,0,69.8,70.3,1
STU0849,AI&DS,7.66,0,1,3,70,1,79.3,53.8,1
STU0850,AI&DS,8.37,0,3,2,56,0,81.0,78.1,1
STU0851,Computer,8.04,1,5,3,74,1,69.2,69.6,1
STU0852,ENTC,6.84,1,1,1,87,0,59.3,59.9,0
STU0853,Computer,7.02,0,2,3,67,0,71.6,51.9,0
STU0854,Mechanical,8.53,0,3,2,69,1,75.4,45.4,0
STU0855,Computer,7.3,0,3,0,68,0,71.4,71.3,0
STU0856,Computer,7.24,2,3,1,69,1,84.0,44.2,0
STU0857,Computer,6.74,0,3,5,79,0,54.8,84.6,0
STU0858,IT,7.98,0,5,4,68,1,58.9,46.1,1
STU0859,AI&DS,9.46,0,4,2,67,1,82.2,62.3,1
STU0860,Computer,6.64,0,3,4,79,0,48.9,51.8,1
STU0861,ENTC,7.62,2,5,3,58,1,61.0,65.5,0
STU0862,IT,8.87,0,4,5,57,1,58.5,65.4,1
STU0863,AI&DS,7.53,1,1,2,60,0,47.7,71.7,1
STU0864,IT,8.01,0,3,3,74,1,65.6,42.1,1
STU0865,IT,6.64,0,3,1,66,1,77.7,53.5,0
STU0866,AI&DS,7.99,0,1,2,79,0,70.0,79.6,1
STU0867,Computer,7.43,1,5,5,63,0,78.4,74.9,1
STU0868,Computer,8.49,0,3,3,71,0,83.5,27.5,1
STU0869,Mechanical,8.67,0,2,2,63,0,63.0,70.7,1
STU0870,Civil,9.93,0,3,1,62,1,100.0,49.5,1
STU0871,IT,8.12,3,3,3,64,0,63.5,56.1,0
STU0872,Computer,7.89,0,3,3,63,1,65.2,61.6,1
STU0873,AI&DS,7.77,1,1,2,63,0,58.8,88.4,0
STU0874,IT,7.28,0,5,5,81,0,75.1,49.4,1
STU0875,Computer,7.9,0,1,0,72,1,64.2,43.9,0
STU0876,Computer,7.33,0,4,2,75,0,67.0,71.8,0
STU0877,ENTC,7.75,0,2,4,78,0,65.3,64.6,1
STU0878,ENTC,8.79,0,3,2,68,0,65.0,83.1,1
STU0879,Computer,6.69,0,4,2,80,0,70.1,59.7,0
STU0880,Computer,8.63,0,3,3,72,0,62.1,83.2,1
STU0881,Computer,8.79,2,8,4,68,1,62.8,65.2,1
STU0882,ENTC,7.49,0,2,1,85,0,81.9,72.9,0
STU0883,Computer,5.69,1,2,5,70,1,64.2,89.4,1
STU0884,Computer,7.05,0,1,4,75,1,73.0,62.5,1
STU0885,ENTC,8.77,0,1,1,79,0,56.4,80.7,1
STU0886,Computer,7.58,0,5,3,55,0,62.2,55.8,0
STU0887,ENTC,6.7,0,2,2,67,1,52.0,68.4,0
STU0888,Computer,7.15,0,0,2,73,1,92.1,43.3,1
STU0889,Computer,8.36,0,2,4,81,0,85.9,57.4,1
STU0890,Computer,8.09,0,5,5,67,0,75.7,49.1,0
STU0891,ENTC,7.38,0,4,1,67,0,96.0,83.3,0
STU0892,Mechanical,7.27,2,4,2,73,0,78.0,91.1,0
STU0893,Mechanical,7.25,1,4,3,83,1,65.8,59.7,0
STU0894,IT,6.77,0,4,2,70,1,72.8,53.4,0
STU0895,ENTC,9.05,0,1,2,70,0,85.7,45.3,1
STU0896,Computer,7.31,0,3,1,77,1,56.6,69.0,1
STU0897,Computer,8.7,0,1,3,75,1,52.8,56.0,1
STU0898,Mechanical,8.97,0,4,2,62,0,73.3,56.8,1
STU0899,Computer,8.5,0,4,1,82,0,60.4,89.4,1
STU0900,Computer,7.21,0,3,4,71,1,38.6,60.6,1
STU0901,Computer,7.96,0,3,4,71,1,51.8,73.8,1
STU0902,Computer,7.58,0,3,3,76,1,64.0,65.8,0
STU0903,Computer,6.79,1,4,2,74,0,68.6,44.7,0
STU0904,AI&DS,7.89,1,2,3,70,0,69.0,37.3,0
STU0905,IT,6.54,0,3,2,64,0,94.1,72.3,1
STU0906,Mechanical,8.67,2,4,2,60,1,65.3,90.6,0
STU0907,Mechanical,7.18,3,5,3,72,1,71.6,69.7,1
STU0908,IT,7.78,0,2,0,60,0,46.9,74.4,0
STU0909,Computer,7.85,0,2,1,78,1,67.6,51.4,1
STU0910,IT,7.37,0,1,0,65,1,72.3,80.2,0
STU0911,AI&DS,8.13,3,2,1,79,1,50.1,80.0,0
STU0912,Computer,7.17,2,4,1,56,1,55.9,54.6,0
STU0913,AI&DS,8.38,0,2,5,71,0,74.4,73.2,1
STU0914,IT,6.39,0,2,2,69,1,60.9,38.5,0
STU0915,AI&DS,7.71,0,4,1,66,0,66.7,75.9,0
STU0916,IT,9.35,0,3,2,80,0,75.0,56.4,0
STU0917,Computer,6.7,0,4,5,79,1,94.5,46.6,1
STU0918,Civil,6.99,2,1,3,79,1,65.1,71.0,1
STU0919,ENTC,8.06,0,3,2,56,0,91.0,38.4,1
STU0920,Computer,7.76,1,6,4,69,1,42.5,70.1,1
STU0921,Mechanical,7.92,2,3,2,67,1,69.9,48.0,1
STU0922,IT,8.04,1,1,2,70,1,63.7,44.8,1
STU0923,Mechanical,8.17,0,3,2,66,0,61.1,65.9,1
STU0924,ENTC,8.6,0,6,2,75,1,76.6,62.4,1
STU0925,IT,7.97,0,4,2,74,0,65.2,86.9,1
STU0926,Computer,7.38,0,4,3,83,0,41.7,45.7,0
STU0927,Computer,8.21,0,1,2,69,0,47.4,85.6,0
STU0928,AI&DS,9.31,0,5,3,67,0,77.4,47.9,1
STU0929,AI&DS,7.48,0,0,1,71,1,46.7,78.8,0
STU0930,Computer,6.72,0,5,1,84,0,77.7,81.6,0
STU0931,Computer,8.6,0,2,2,67,1,69.6,69.8,1
STU0932,Mechanical,7.49,0,0,5,66,0,65.8,53.1,1
STU0933,Civil,5.64,1,3,2,71,1,66.9,42.2,0
STU0934,AI&DS,8.36,1,6,3,80,1,74.7,35.7,0
STU0935,Computer,7.12,0,3,2,59,1,52.7,92.8,0
STU0936,Computer,7.52,0,2,1,68,1,68.5,60.5,0
STU0937,Computer,7.9,0,2,1,51,1,53.2,48.4,1
STU0938,Civil,7.77,0,2,2,66,1,70.1,47.9,0
STU0939,Computer,8.24,0,3,1,75,1,76.4,67.5,0
STU0940,AI&DS,7.21,2,7,1,63,0,70.2,59.1,0
STU0941,Computer,8.06,0,0,4,80,1,75.9,36.2,1
STU0942,AI&DS,7.37,0,3,0,86,0,58.9,78.0,0
STU0943,ENTC,8.26,0,3,3,65,0,67.2,70.0,0
STU0944,Mechanical,8.15,0,4,2,59,1,64.9,92.6,1
STU0945,Computer,6.76,0,3,3,61,0,64.1,82.1,0
STU0946,Computer,8.58,0,3,3,72,1,57.6,20.0,1
STU0947,Computer,7.12,0,3,2,47,0,62.4,86.3,1
STU0948,Civil,8.33,0,3,2,65,0,53.5,83.1,0
STU0949,Mechanical,7.93,0,7,3,68,0,46.0,54.0,1
STU0950,AI&DS,9.25,0,2,4,70,0,58.9,58.5,1
STU0951,AI&DS,7.4,0,2,1,64,1,76.1,71.2,1
STU0952,ENTC,7.29,3,3,1,71,0,71.0,49.8,0
STU0953,Computer,7.58,0,3,4,69,0,51.7,61.4,1
STU0954,Civil,7.33,0,4,2,70,0,62.7,80.0,1
STU0955,IT,8.32,0,2,3,71,0,77.0,72.8,1
STU0956,IT,6.15,0,3,2,75,1,62.2,55.0,0
STU0957,AI&DS,6.65,0,3,1,74,0,49.6,80.3,0
STU0958,Computer,6.64,0,3,3,68,1,97.3,69.5,1
STU0959,Computer,8.46,1,2,3,77,1,65.8,69.0,1
STU0960,ENTC,9.14,0,3,2,55,1,52.9,57.3,1
STU0961,Computer,7.51,0,1,3,52,1,70.2,64.9,1
STU0962,AI&DS,7.45,0,5,4,68,0,66.9,53.4,0
STU0963,Computer,7.66,2,4,3,56,0,48.0,35.9,0
STU0964,IT,8.65,0,3,1,69,1,69.2,60.8,0
STU0965,Computer,6.77,0,4,3,73,1,80.8,63.2,1
STU0966,IT,7.81,0,3,3,68,1,65.0,67.1,1
STU0967,ENTC,8.48,0,3,4,81,1,41.2,83.2,1
STU0968,Computer,8.05,0,4,3,60,0,72.4,55.2,1
STU0969,AI&DS,7.77,0,3,1,68,0,75.8,59.5,0
STU0970,IT,8.5,0,4,3,72,1,60.4,76.5,1
STU0971,ENTC,5.17,0,2,3,70,1,60.5,53.7,0
STU0972,Civil,8.21,0,5,0,80,0,97.4,67.3,1
STU0973,ENTC,7.01,0,4,2,96,1,59.4,58.9,1
STU0974,Computer,5.95,2,2,2,91,0,53.4,61.3,0
STU0975,Computer,8.06,0,3,3,63,0,68.3,76.4,0
STU0976,Computer,8.84,0,4,2,75,1,75.5,59.4,1
STU0977,AI&DS,7.48,0,4,3,68,1,74.9,76.9,1
STU0978,Computer,8.46,0,4,4,72,0,35.9,35.7,1
STU0979,IT,9.05,1,5,4,80,0,59.4,43.6,0
STU0980,AI&DS,8.78,0,2,4,66,0,83.0,30.2,1
STU0981,IT,9.08,0,3,5,83,1,72.2,47.5,1
STU0982,ENTC,8.27,0,3,0,79,0,51.9,92.9,1
STU0983,Computer,7.67,0,3,3,71,1,84.2,64.7,1
STU0984,Computer,6.16,0,2,2,65,1,80.5,54.2,0
STU0985,ENTC,7.38,0,3,4,82,1,64.1,76.7,1
STU0986,IT,6.84,0,2,2,59,0,79.4,78.9,0
STU0987,ENTC,9.55,1,6,5,73,1,94.0,46.7,1
STU0988,IT,7.44,0,4,3,64,0,54.3,100.0,0
STU0989,Computer,7.71,1,2,4,75,0,75.2,69.1,1
STU0990,Mechanical,8.1,1,1,1,73,0,93.8,71.0,0
STU0991,ENTC,7.64,1,4,1,69,0,76.5,72.5,0
STU0992,ENTC,9.13,0,4,4,62,1,58.2,72.4,1
STU0993,Computer,7.04,0,2,0,84,0,71.1,55.7,0
STU0994,AI&DS,7.78,1,6,4,62,0,85.8,96.7,0
STU0995,IT,6.93,0,3,0,81,1,54.8,60.7,0
STU0996,Computer,6.41,0,0,3,81,0,67.6,79.4,1
STU0997,Civil,7.05,2,3,2,76,1,64.8,57.9,0
STU0998,Computer,7.57,2,1,3,66,0,59.8,55.2,0
STU0999,Civil,7.21,0,2,3,70,0,71.1,93.5,0
STU1000,IT,6.98,0,3,2,81,1,66.7,63.4,1
